כןפ הילד הפנימי נחשבת טכניקה א שזה ו יש יש חצי זמן כן יש
0:1414 שניותאורגנים הרמה יש לנו כאילו הפרדה בין טכניקות
0:2323 שניותלכלים כן וש גם לא
0:3636 שניותא צי העו זמן
0:4040 שניות[מוזיקה]
1:231 דקה, 23 שניות‏k
2:03:25שעתיים, 3 דקות, 25 שניותלהגיע עכשיו אז דבר ראשון מצוי ורצוי תכף ניכנס גם לזה אני
2:03:35שעתיים, 3 דקות, 35 שניותקוראת לזה x ו y אבל שוב דברים שאני קוראת להם כאילו x y ודלתא
2:03:44שעתיים, 3 דקות, 44 שניותכי זה גם מתקשר לי מאוד לשיחות מכירה זה מ שלב שני מה הוא
2:03:52שעתיים, 3 דקות, 52 שניותאמרתם אותו מקודם ליך רגיה בדיוק זה זה מציאת האסטרטגיה לא המצוי והרצוי זה
2:04:00שעתיים, 4 דקותבאמצעות מטה המודל שאילת שאלה אוקיי זה להבין מה בדיוק הבעייה ומה אני רוצה בדיוק שיהיה עכשיו אני רוצה את זה ממוקד ונקודה
2:04:10שעתיים, 4 דקות, 10 שניותפה אני רוצה את זה חיובי אני לא רוצה שהוא יגיד לי לא לאכול בדיוק לא לאכול לא לקום מאוחר
2:04:20שעתיים, 4 דקות, 20 שניותבבוקר זה לא מה כן עכשיו הרבה פעמים בשלב הזה אנשים מתקשים למה כי אנשים לא יודעים
2:04:29שעתיים, 4 דקות, 29 שניותמה הם רוצים הם יודעים מה הם לא רוצים ובין היתר כשאני משקפת לו מה כן הרבה
2:04:36שעתיים, 4 דקות, 36 שניותאנשים אוהבים להסתיר את זה כי הם מעדיפים לספר לעצמם סיפור על משהו שהוא חיובי
2:04:42שעתיים, 4 דקות, 42 שניותולהצמיד לו לא מאשר להגיד כן המצב שלי לא טוב כרגע וזה שוב שיקוף וזה גם מעלה לנו
2:04:50שעתיים, 4 דקות, 50 שניותאת הרצון ליצור שינוי
2:04:58שעתיים, 4 דקות, 58 שניותאז כי אז כאן אנחנו באמת נגדיר את ההגדרה נתן הגדרה למצב המצוי למצב הרצוי אנחנו גם אוהבים להיכנס הרבה למחירים מה המחירים
2:05:07שעתיים, 5 דקות, 7 שניותשאתה תשלם אם תישאר במצב המצוי ומרת אם אני אראד אתכם טיפה יותר דיפ דאון אנחנו
2:05:14שעתיים, 5 דקות, 14 שניותנלך גם אוקיי זה המצב המצוי למה אתה רוצה לפתור אותו למה אתה רוצה לעבור לרצוי איזה מחירים אתה תשלם בחיים אם לא תפתור את זה
2:05:22שעתיים, 5 דקות, 22 שניותעכשיו זאת אומרת אני רוצה לייצר את המוטיבציה יס אז גם יהיה לכם זה יהיה רשום
2:05:28שעתיים, 5 דקות, 28 שניותלכם על הלוח כדי שתוכלו גם להעזר בנקודות האלה ורגע זה
2:05:38שעתיים, 5 דקות, 38 שניותחשוב עוד מעט כן אתה פה שאלה
2:05:47שעתיים, 5 דקות, 47 שניותאמ מצאנו את האסטרטגיה זה נראה לי מחר נעשה
2:05:57שעתיים, 5 דקות, 57 שניותשיוש אסטרטגיה לפי מודל תות אנחנו רוצים לעבוד
2:06:08שעתיים, 6 דקות, 8 שניותאפשר גם לצאת מהמודל הזה מי שמרגיש שהוא כבר כבר מרגיש
2:06:15שעתיים, 6 דקות, 15 שניותאיפה יש אופציה לעבוד לפי טד ויש אופציה פשוט קוב אחרי
2:06:23שעתיים, 6 דקות, 23 שניותהאירועים אבל צריך גם לדאוג שאנחנו לא לא מדלגים מה האירוע הזה ל האירוע הזה זאת
2:06:31שעתיים, 6 דקות, 31 שניותאומרת צריך להרגיש את זה אז בהתחלה הייתי עובדת ככה אבל לאט לאט אתם תרגישו שרגע בא
2:06:38שעתיים, 6 דקות, 38 שניותלכם גם אולי לצאת טיפה מה מהתבנית הזאת ולראות איזה עוד שלבים יש בין לבין או
2:06:46שעתיים, 6 דקות, 46 שניותאולי להעמיק יותר ואז מגיעים לנקודות יותר עמוקות ואפשר איתם
2:06:53שעתיים, 6 דקות, 53 שניותיותר אז רגע עכשיו רגע אני רוצה לפרט לכם על
2:07:00שעתיים, 7 דקותהשאלות שיש בכל רמה כי הרי גם מה זה מה זה טוט דברו אלה את ה
2:07:08שעתיים, 7 דקות, 8 שניותהראשי תיבות
2:07:16שעתיים, 7 דקות, 16 שניות[מוזיקה]
2:07:17שעתיים, 7 דקות, 17 שניותואז מה זה פעולה מה אחרי
2:07:25שעתיים, 7 דקות, 25 שניותאזה מבחן טו
2:07:33שעתיים, 7 דקות, 33 שניותואז זה באנגלית לכל אחד מהם יש שאלות שיעזרו לכם
2:07:43שעתיים, 7 דקות, 43 שניותלהכווין את את ה מתאמן את הבן זוג לתוך לתוך הדבר הזה שאתם מחפשים
2:07:52שעתיים, 7 דקות, 52 שניותבוא נעשה את
2:08:05שעתיים, 8 דקות, 5 שניותזה מהזה רלי רגע מה עוזר לי לחסוף טריגרים איזה
2:08:12שעתיים, 8 דקות, 12 שניותשאלות מה אניש איך אתה יודע ש
2:08:20שעתיים, 8 דקות, 20 שניותגיז מה עוד מה אתה ר מה זה בעצם אומר
2:08:27שעתיים, 8 דקות, 27 שניותש אתה רואה מה אתה מרגיש מה אתה ש מה גורם לך רגע מה עוד מה גורם לך נו
2:08:38שעתיים, 8 דקות, 38 שניותגורם ח מה אתה עושה את
2:08:47שעתיים, 8 דקות, 47 שניותזה בשביל מה כש ש בות בשביל מה אבל זה יתן לי את התועלת זה לא
2:08:54שעתיים, 8 דקות, 54 שניותהטריגר הטריגר זה איך אתה יודע שהגיע הזמן להתחיל בפעולה בשביל מה זה החזון אני עושה את הפעולה בשביל שיהיה לי בית עם ילדים זה
2:09:03שעתיים, 9 דקות, 3 שניותבעתיד אוקיי אבל כאן באמת אלה השאלות של איך אתה יודע שהגיע הזמן להתחיל עם הפעולה מה הטריגר מה מפעיל אותך ועוד שאלה יש עוד
2:09:13שעתיים, 9 דקות, 13 שניותשאלה מאוד מאוד מוכוונת יותר מדוייקת מה זה גורם לך להגיש אולי
2:09:21שעתיים, 9 דקות, 21 שניותהקדמת אותי בשנייה וחצי עוד מה מה אנחנו מחפשים מה
2:09:28שעתיים, 9 דקות, 28 שניותהאופציות ראייה שמיעה אטור מה אתה שומע מרגיש אתה בכיוון
2:09:37שעתיים, 9 דקות, 37 שניותמעולה גם חלק אבל זה חלק יותר כאילו
2:09:43שעתיים, 9 דקות, 43 שניותיותר כאילו יותר מה זה מפריע לך בעצם מה זה מפריע לך בעצם
2:09:52שעתיים, 9 דקות, 52 שניותב בדיוק אולי תתאר לי את זה ואז כאילו אני מדמיין אני רואה אני שומע אבל מה מה מה קורה אחרי שהוא רואה
2:10:00שעתיים, 10 דקותשומע מרגיש רגע כבר מה אז אה בטריגר ה אני עדיין פה יש עוד שאלה
2:10:07שעתיים, 10 דקות, 7 שניותאחת שאני רוצה שרגע מה ראית או שמעת כאילו דיבור פנימי תמונה ומה אז מה אני שואלת
2:10:15שעתיים, 10 דקות, 15 שניותאבל על זה כאילו מה מה התבנית של השאלה מה הוא אומר לעצמו זה עוד שניה
2:10:22שעתיים, 10 דקות, 22 שניותשניה מה אני מה אני רואה רואה שומע או מרגיש גם
2:10:30שעתיים, 10 דקות, 30 שניותנראה לי יש כן כן א שגורם לי ל להתחיל עם יכול להיות כל מיני אבל זה יהיה כאילו כל
2:10:38שעתיים, 10 דקות, 38 שניותהחושים עצמם ואז אני שואלת מה הדבר הזה זה
2:10:44שעתיים, 10 דקות, 44 שניותיכול להיות בכל אחד מאלה שגורם לי ל מה השאלות של זה מה עשית מה זה זה של של
2:10:55שעתיים, 10 דקות, 55 שניותהפעולות מה עשית ואז מה אתה
2:11:05שעתיים, 11 דקות, 5 שניותעושה איזה עוד שאלות צרכו לי אבל איך את מביאה את הוויזואלי
2:11:12שעתיים, 11 דקות, 12 שניותהאודיטורי כ אסתטי לידי ביטוי בשאלה מה אתה מרגיש מה אתה רואה מה אתה שומע יש
2:11:18שעתיים, 11 דקות, 18 שניותשאלה כוללת כזאת כן רגע בדיוק אני לא רוצה מה אתה חייב לחשוב לראות לשמוע כדי
2:11:29שעתיים, 11 דקות, 29 שניותשהבעיה תהיה קיימת נניח או כדי שהתהליך הזה יתחיל כן
2:12:01שעתיים, 12 דקות, 1 שניהאוקיי בעמוד 31 יש לכם את הטכניקה החלק החשוב זה באמת כמו בסוויץ החלק החשוב זה כמו בסוויץ זה לזהות
2:12:09שעתיים, 12 דקות, 9 שניותאת הטריגר אני רוצה להבין מה הקול הפנימי שאני מדבר לעצמי אגב זה נגיד טכניקה שמאוד קל לעשות אותה אפילו לעצמנו כי כי ה לא
2:12:18שעתיים, 12 דקות, 18 שניותבאמת טכניקה זה כמו כלי לי קר הרבה פעמים שאם אני הייתי מדבר לעצמי בצורה שהיא לא טובה הייתי מתחיל לשחק עם הקולות שאני
2:12:26שעתיים, 12 דקות, 26 שניותשאני שומע תחשבו שכל פעם שהיינו מדברים לעצמנו בצורה לא טובה זה היה בקול של בובספוג של איזה בחורה סקסית של שרק של
2:12:34שעתיים, 12 דקות, 34 שניותיובל המבולבל אם אני בא לעלות לבמה ואז הכל הראשון שעולה לי לראש זה אתה לא טוב אתה לא זה תחשוב אם אני אתה לא טוב לא
2:12:42שעתיים, 12 דקות, 42 שניותמטים לך אתה לא תצליח אוטומטית הדבר הזה דופק לי את השכל ואני לא מבין מה קורה זאת אומרת זה למה הטכניקה הזאת כל כך חזקה כמה
2:12:51שעתיים, 12 דקות, 51 שניותשהיא כל כך פשוטה כי זה לא מה שבן אדם אומר זה איך שהוא אומר לכן לכן זה מה שחשוב אני רוצה לזהות את
2:12:59שעתיים, 12 דקות, 59 שניותהטריגרים אני רוצה לזהות את התבניות חשיבה ולהיכנס שם ב בפנים אז אני אומר הרבה פעמים תגיד אתה יודע איך הקול של בובספוג
2:13:06שעתיים, 13 דקות, 6 שניותואז הוא אומר כן אז ה אומר אחלה המשפט הזה שאמרת לי עכשיו שמתחיל לך את האסטרטגיה
2:13:12שעתיים, 13 דקות, 12 שניותלמשל לא יודע אין לי אוויר נקח את זה אני מרגיש שאין לי אוויר אוקיי זה המשפט שפותח לו את את
2:13:21שעתיים, 13 דקות, 21 שניותהחרדה או את הקסטר אפילו סתם לדוגמה למשל בן אדם שהוא עם קלסטרופוביה יכול להיות
2:13:27שעתיים, 13 דקות, 27 שניותשהמשפט הראשון שמתחיל איתו את את ההתקף זה אין לי אוויר כי הרי הוא מרגיש שהוא במקום סגור מרגיש שאין לו אין לו איך
2:13:36שעתיים, 13 דקות, 36 שניותלנשום אז יכול להיות שאם אני אבוא ואגיד לו תגיד אתה יודע מה הקול של בובספוג או של פטריק או לא משנה מי או מיקי מאוס אומר
2:13:43שעתיים, 13 דקות, 43 שניותכן אחלה ואז ועכשיו אני רוצה בעוד רגע אני רוצה שבכל פעם שאני אקוש באצבע אתה תגיד את המשפט הזה זה בקול של בובספוג אוקיי
2:13:52שעתיים, 13 דקות, 52 שניותואז הוא יגיד אין לי אוויר בסדר זה גדול נכון זה מצחיק ואני רוצה שככל שהוא יכנס
2:14:00שעתיים, 14 דקותוהתמסר לזה אז אני אעשה לו את זה שוב ושוב ואז אני אומר אוקיי בוא נדמיין רגע סיטואציה דמיין שעכשיו זה קורה דמיין שאתה
2:14:07שעתיים, 14 דקות, 7 שניותנכנס למעלית ועכשיו אני רוצה שתגיד אין לי אוויר בקול של בובספוג ואז אני חוזר על זה וחוזר על זה וחוזר על זה וחוזר על זה אתה מבקש ממנו להגיד זה בכל ר כן כן תראה כאן
2:14:17שעתיים, 14 דקות, 17 שניותבכיתה אם אני אבקש את זה ממישהו כנראה שזה לא יהיה לו נעים ואני אגיד לו תעשה את זה ון כמובן כמובן
2:14:24שעתיים, 14 דקות, 24 שניותשבקליפ אדם יצעק אין לי האוויר בקול של בובספוג ויתנהג כמו בובספוג שוב כמו בוויש
2:14:30שעתיים, 14 דקות, 30 שניותאני רוצה שהבן אדם יגיד סוויש ויכנס איתי חזק כמו שאני רוצה שהוא יגיד לי בקול של יובל מבולבול אין לי אויר אין לי אוויר
2:14:39שעתיים, 14 דקות, 39 שניותאוקיי לכן אוטומטית הדבר הזה גורם לי לגיחוך ו זה כל כך דיסוננס קוגניטיבי במוח
2:14:46שעתיים, 14 דקות, 46 שניותשמצד אחד אני צוחק אבל מצד שני יש את ה את החרדה במרכאות אבל זה היופי שהמוח לא יכול להתמודד עם זה זה לא יכול להיות ביחד לכן
2:14:55שעתיים, 14 דקות, 55 שניותברגע שאני מתחיל להגיד לבן אדם ולהטמיע את זה להטמיע את זה כמו בסוויץ של אין לי אוויר אין לי אוויר אני חייב אוויר אוקיי
2:15:04שעתיים, 15 דקות, 4 שניותאוטומטית הבן אדם יתחיל לצחוק ואוטומטית כל הפעולה הזאת תעלם יש מבין כן יש מבין
2:15:13שעתיים, 15 דקות, 13 שניותהאם אתם צריכים שנעשה א טכניקה כאן או שאתם שאפשר לעבור לטכניקה הבאה מניו תה האמת
2:15:22שעתיים, 15 דקות, 22 שניותכאילו אוקיי משהו אחדל ש עשה איתנו את זה אז הוא
2:15:30שעתיים, 15 דקות, 30 שניותאמר שיש פעמים שאנחנו לא נרצה להגחיך כי יש דברים שהם לפעמים נמצאים אצל בן אדם חשובים לו צורך העניין בן אדם שאומר אני
2:15:38שעתיים, 15 דקות, 38 שניותאני לא שוה כלום או משהו כזה ואתה תבוא להגחיך את זה גיד לך הלו הלו לא ליגו זה שלי כ ג בדבר ה פם קודמת כן זה בדיוק מה
2:15:47שעתיים, 15 דקות, 47 שניותשהיה עם אז במקרה כזה כאילו אנחנו נעשה משה אחר אנחנו נסה להיכנס לטכניקה עצמה ולשנות מה שהו בפנים הוא הוא אמר שאפשר
2:15:55שעתיים, 15 דקות, 55 שניותלהמשיך לעשות את זה פשוט כאילו מה שהוא אמר ספציפית בסיטואציה הזאת זה להביא את החלק שמתנגד ולשאול אותו למה הוא מתנגד כן
2:16:03שעתיים, 16 דקות, 3 שניותכן תמיד בבעיית אקולוגיה נלך על סיק טפ זה תמיד אם הבן אדם אומר תשמע קשה לי לעשות את זה אז ה אומר אחלה בוא נעשה משהו אחר אוקיי אבל הטכניקה הזאת מכמה שהיא פשוטה
2:16:11שעתיים, 16 דקות, 11 שניותהיא גם עובדת נהדר אני אומר לכם בקנות זה נשמע קצת הזוי כי חרדה זה מילה מאוד מאוד גדולה אבל בסוף חרדה זה אסטרטגיה אוקיי יש
2:16:20שעתיים, 16 דקות, 20 שניותאסטרטגיה שיוצרת חרדה לכן ברגע שאני נכנס שם באסטרטגיה הזאת ומתחיל לשרוט לשרוט
2:16:26שעתיים, 16 דקות, 26 שניותלשרוט לשרות ל לשרוט הדבר הזה מות וגם מה שקורה היופי זה שהמוח מבין שאיין באמת
2:16:34שעתיים, 16 דקות, 34 שניותסכנה ברגע שסרט את זה בסדר הדגמה בכיתה כ כן יאללה מי רוצה לעשות את התהליך לא חייב
2:16:42שעתיים, 16 דקות, 42 שניותעל חרדות יכול להיות סתם על דברים קטנים אני רוצה בשביל ההדגמה איזה כני יש לנו את זה יש לנו
2:16:50שעתיים, 16 דקות, 50 שניותמחולל התנהגות ש האמת ש שכולה התנהגות טכניקה פשוטה מאוד ד א ודיסני אני גם ארצה
2:16:56שעתיים, 16 דקות, 56 שניותשנספיק איזה דוגמאות אפשר לעשות על כל דבר שקשור להרגלים מסויימים
2:17:05שעתיים, 17 דקות, 5 שניותעל דיבור עצמי פנימי על זה שזה בעיקר על הרגלים ועל התנהגויות שאני רוצה להפסיק זה
2:17:12שעתיים, 17 דקות, 12 שניותעובד יותר ברמות הלוגיות אתם זוכרים רמות לוגיות אוקיי זה עובד בעיקר על רמות לוגיות של פעולות של התנהגויות ושל הרגלים
2:17:25שעתיים, 17 דקות, 25 שניותאני אוכל הרבה
2:17:36שעתיים, 17 דקות, 36 שניותאוקיי לא אני רוצה לשמוע לשמוע את הבעיות שאיתם אנחנו נעבוד
2:17:42שעתיים, 17 דקות, 42 שניותאני אוכל אני אוכל במיטה אני אוכל במיטה אני פותח גרעינים כל
2:17:49שעתיים, 17 דקות, 49 שניותפעם שאני ים מיתה וצפות בתלז היית רוצה להפסיק כן כלו מה זה הייתי
2:17:58שעתיים, 17 דקות, 58 שניותרוצה להפס כ אוקיי זה משהו שמונע ממני בוא נגיד ככה
2:18:07שעתיים, 18 דקות, 7 שניותלהתחתן אני שומע ס הייתי רוצה יותר להתחטב אוקיי מעניין עוד
2:18:15שעתיים, 18 דקות, 15 שניותמישהו לא מצליח לקום בבוקר לא מצליח לקום בבוקר
2:18:25שעתיים, 18 דקות, 25 שניותאוקיי מעניין מה מה זאת אומרת זאת אומרת השעון מעורר מצלצל מצלצל אני קם אבל אני לא ק אני
2:18:34שעתיים, 18 דקות, 34 שניותמתעורר מה מה מה קורה מהרגע הזה הנה יש כאן משהו מעניין השעון מעורר מצלצל איך
2:18:41שעתיים, 18 דקות, 41 שניותאתה יודע שהגיע הזמן לחזור למיטה אני לא יוצא מהמיטה הוא מצלצל אני מחבר אותו במיטה הוא נשאר במיטה
2:18:51שעתיים, 18 דקות, 51 שניותהוא מצלצל הוא מצלצל אתה קם לכבות אותו או שאתה מכבה
2:18:58שעתיים, 18 דקות, 58 שניותאותו ב מתחת לכרית אוקי מורים בחדר השני ניסית פעם להרחיק את
2:19:07שעתיים, 19 דקות, 7 שניותהטלפון כן ומה קרה אזק בחות ח אוקיי אז זה כבר אחר זא אומרת זה זה כבר זה אסטרטגיה
2:19:15שעתיים, 19 דקות, 15 שניותאחרת כאן האסטרטגיה זה הטלפון מתחת לראש זה זה לעשות ככה כשאתה קם מהמיטה ואתה כבר
2:19:22שעתיים, 19 דקות, 22 שניותעומד אז מתחיל הרבה שיח פנימי אוקיי של האם אני חוזר למיטה או האם אני עכשיו מתחיל את היום כשאני כבר בתוך המיתה זה
2:19:32שעתיים, 19 דקות, 32 שניותהחלטה פסיבית זה כן ברור שאני נשאר לישון אוקיי לכן אני אומר שלב ראשון להעיף את הטלפון אני פשוט לא קם מהמיטה נכון נכון
2:19:40שעתיים, 19 דקות, 40 שניותאבל כשאני קם מהמיטה מתחיל קצת דיאלוג מתחיל למשהו כמובן שגם כש הטלפון מצלצל אז האם האם אני בוחר לקום או לא אבל עצם
2:19:49שעתיים, 19 דקות, 49 שניותהקימה גורמת לי להתחיל לחשוב האם אני האם אני הולך על זה עכשיו all in זאת אומרת האם אני הולך על זה עכשיו כי כבר קמתי או
2:19:57שעתיים, 19 דקות, 57 שניותהאם אני חוזר לישון אז אז דווקא היה מעניין אותי לעשות דווקא דווקא על הסיטואציה שהטלפון רחוק
2:20:05שעתיים, 20 דקות, 5 שניותמהסיבה שכמובן אחרי הטכניקה הזאת נרצה שתרחיק את הטלפון מהמיטה כדי שתקום זה השנה
2:20:13שעתיים, 20 דקות, 13 שניותא אוקיי אתה יכול אתה יכול להיזכר בשיח שקורה ב
2:20:21שעתיים, 20 דקות, 21 שניותלהיזכר בשיח כן ביך אתה יודע אם לחזור למיטה או אני אתן דוגמ יותר ג החתולה מאירה אותי
2:20:31שעתיים, 20 דקות, 31 שניותכי היא רוצה לצאת אני מוציא אותה ואז אני חוזר לישור כאילו ואני כזה זה בדיוק השעות שאני צריך לקום אני קם אני מציא אותה וא
2:20:40שעתיים, 20 דקות, 40 שניותאני פתאום מתחיל עם עצמי כאילו יש לך לצאת עכשיו תראה תראה אייזה כור
2:20:46שעתיים, 20 דקות, 46 שניותבחוץ וכאילו ואז אני אומר צודק בחוץ אוקיי מעניין יש עוד מישהו שרוצה על משהו
2:20:54שעתיים, 20 דקות, 54 שניותשמפריע לו על שיח פנימי שלילי יחסית בא לי קצת לגעת ב
2:21:02שעתיים, 21 דקות, שתי שניותאוקיי לא יודע איזה משהו כזה איזה דיבור שאני מדבר לעצמי איזה משהו בסגנון לעצמנו כן לכולם יש את הרגעים האלה שזה אתם
2:21:12שעתיים, 21 דקות, 12 שניותיודעים מה אולי נעשה אתם רוצים את זה קבוצתי כן אמיתי יאללה יאללה מדים ל אז בוא אז בואו רגע לאמיצים לאמיצים כן בסוף
2:21:21שעתיים, 21 דקות, 21 שניותכולנו חברה לכולנו יש את הדברים שלנו אף אחד כאן לא מושלם כ אז נפתח לה בואי בואי לטכניקה
2:21:30שעתיים, 21 דקות, 30 שניותבואי רק את סתם סם סתם סתם את רוצה
2:21:36שעתיים, 21 דקות, 36 שניותיאללה כן בן העסק י
2:21:45שעתיים, 21 דקות, 45 שניותזוגיות בין העסק לבין זוגיות כן א בלך על העסק יאללה מה בעסק א לפעמים אני
2:21:56שעתיים, 21 דקות, 56 שניותמדברת עליי בשלילי שכאילו אני לא מצליחה לעשות דברים מסויימים כי אני מאוד מסודרת מחייבת להספיק את כל מה שיש לי במטלות
2:22:05שעתיים, 22 דקות, 5 שניותלעשות ואם אני לא מספיקה ני אוכלת לסרטים שתלתה טובה אתה מוצלחת א יכלת לעשות את זה
2:22:12שעתיים, 22 דקות, 12 שניותואת זה במקום לעשות את זה ואת זה א פשוט לדבר על עצמי אפשר אוקיי אני אוהב
2:22:19שעתיים, 22 דקות, 19 שניותאת זה אמ איך את יודעת שהגיע הזמן לדבר לעצמך בצורה הזאת שמשהו לא הולך אשורה לפי
2:22:26שעתיים, 22 דקות, 26 שניותזמן כשמשהו לא הולך איך את יודעת שמשהו לא הולך א כי אני מצפה לתוצאה מסויימת ו
2:22:33שעתיים, 22 דקות, 33 שניותהתוצאה הזאת לא לא קורת אוקיי אז יש ציפיה למשהו שלא קורה שהוא תלוי בך או במשהו אחר אוקיי
2:22:43שעתיים, 22 דקות, 43 שניותשמשהו קורה שלא שזה אצלי אוקיי אז ברגע שיש לך ציפיה שמשהו
2:22:51שעתיים, 22 דקות, 51 שניותיקרה והוא לא קורה אז את יודעת עכשיו זה הזמן להתחיל לדבר על עצמי ככה אוקיי ואז עכשיו זה
2:22:59שעתיים, 22 דקות, 59 שניותהזמן ואייך את יודעת שמשהו לא קורה אני רוצה רגע להבין בדיוק אני לא מקבלת את התוצאה שאני רוצה אוקיי יש לך תומרת דוגמה
2:23:06שעתיים, 23 דקות, 6 שניותיש לי מטלה מסויימת ואני רואה שאני מעמת בה יותר מדי זמן אז אומרת ווא איזה סומן איזה תפוקה כאילו את כל עשות כך וכך וכך
2:23:15שעתיים, 23 דקות, 15 שניותוכך למה את לא עושה למה את הולכת סחור סחור כאילו אוקיי סגור אז יש לנו את זה בסדר פשוט יש לנו עד
2:23:24שעתיים, 23 דקות, 24 שניותעכשיו את האסטרטגיה בסדר איך את יודעת שהגיע הזמן להתחיל אוקיי וכאן דאגנו את זה אחר כך איך את יודעת מתי הציפיה לא מתממשת
2:23:32שעתיים, 23 דקות, 32 שניותיס ואז יש לך את הדברים שאת אומרת לעצמך יש לך אותם בראש יש לך סיטואציה אפילו מהשבוע האחרון מהחודש האחרון מהתקופה
2:23:41שעתיים, 23 דקות, 41 שניותהאחרונה שיצא לך לחוות את את הדיבור הזה לעצמך א קיבלתי נגיד הרבה לידים התחלתי להילחץ כי הייתי צריכה לחזור לכוחות שלי
2:23:51שעתיים, 23 דקות, 51 שניותואז הבנתי שאין לי זמן והתחלתי פשוט לבכות ולהגיד כאילו מה למה את לא מסתדרת כאילו מה קורה איתך כאילו מה את נלחצת מה תפוקה
2:23:58שעתיים, 23 דקות, 58 שניותכאילו מה אוקיי א ממה זה קרה מחלה את עצמי זה והרסתי את הכל הרסתי את כל הערב אוקיי וזה קרה מזה שהייתה ציפיה מסויימת או
2:24:07שעתיים, 24 דקות, 7 שניותממשהו הייתה לי ציפיה לקבל כמות של לידים אוקיי קיבלתי את הכמות של לידים ואז פשוט לא ידעתי איך להשתלט עליהם ואז הכלתי עצמי
2:24:16שעתיים, 24 דקות, 16 שניותסרטים שכאלו לא אני לא תב במכירות ואז הרסתי אותם סיחות מכירה ואני לא טובה בזה והרסתי את זה ובזמן
2:24:23שעתיים, 24 דקות, 23 שניותשהיתי צריכה להקציב עצמי זמן מסוים לא הספקתי בזמן לעמוד בזמן אוקיי ויש לך יש לך משפט שהוא יחסית קבוע
2:24:32שעתיים, 24 דקות, 32 שניותשאת אומרת לעצמך אוקיי מה המשפט איזה איזה פגז יש לנו את
2:24:38שעתיים, 24 דקות, 38 שניותזה זה גם יוצא לי בשלוף אוקיי אז יש לנו את זה פגז זה הולך
2:24:47שעתיים, 24 דקות, 47 שניותבקרוב ממש להיעלם להישרט אוקיי יכול להיות שעדיין את עדיין תגיד את זה אבל את תגידי את זה בצורה אחרת לחלוטין יש דמות שמאוד
2:24:56שעתיים, 24 דקות, 56 שניותמצחיקה אותך הקול שלה בובספוג יובל מבולבל שחר חסון
2:25:08שעתיים, 25 דקות, 8 שניותא בוס בובספוג טוב בובספוג טוב או פטריק מיקי מאוס א יאללה יש לנו את בוספוג
2:25:17שעתיים, 25 דקות, 17 שניותפגז את יודעת לחקות אותו טוב לא אין לי מושג את תנסי לחכות אותו אין לי מושג א לא רה טלווזיה תנסי לחכות אותו עוד מעט בסדר
2:25:27שעתיים, 25 דקות, 27 שניותיאללה מה שהולך לקרות את יכולה בזמנך להתרחב על הכיסא לקחת כמה נשימות עמוקות להרגיש באמת בנוח מה הפס קאן על
2:25:36שעתיים, 25 דקות, 36 שניותכולם יס אוקיי תוכלה לקחת כמה נשימות אוקיי ואת יכולה ממש להיזכר
2:25:45שעתיים, 25 דקות, 45 שניותבאיזשהו אירוע שהיה לך ציפיה למשהו והוא לא קרה יס תשימי לב מה את אומרת אוקיי תשימי לב
2:25:55שעתיים, 25 דקות, 55 שניותמתי זה נגמר אקי בדיוק מההתחלה ועד הסוף ברגע שסיימת את האירוע רגיל יס מעולה אז
2:26:03שעתיים, 26 דקות, 3 שניותזה בעצם אירוע בעוד רגע אנחנו הולכים לשבש אותו אנחנו הולכים לשנות אותו לגמרי את תראי גם כמה המצב הרגשי שלך ואיך שאת רואה
2:26:11שעתיים, 26 דקות, 11 שניותאת האירוע פתאום הולך להשתנות לחלוטין אחרי השינוי שאנחנו נעשה ועוד רגע מה שאני אבקש ממך אני אבקש ממך שכשיגיע השלב שבו
2:26:21שעתיים, 26 דקות, 21 שניותאת אומרת איזה את הולכת להגיד את זה אבל בקול של בובספוג זה הולך להישמע איזה אוקיי זה הולך להישמע ממש
2:26:28שעתיים, 26 דקות, 28 שניותממש ככה אוקיי יגיע השלב ואז כשיגיע החלק הזה בראש את אומרת להגיד איזה ואת תראי איך כל האירוע הולך להשתנות לחלוטין
2:26:36שעתיים, 26 דקות, 36 שניותאוקיי אוקיי את יכולה להתחיל בעוד שלוש 2 א תעלי את האירוע תשימי לב מה שקורה ומגיע
2:26:44שעתיים, 26 דקות, 44 שניותהרגע למ את יכולה להגיד את זה בכל רם גם את יכולה לצעוק את זה זה יהיה אפילו מעולה איזה
2:26:50שעתיים, 26 דקות, 50 שניותמעולה ואת רואה איך המצב הרגשי שלך בדיוק זה מעולה מסך לבן מצויין בעוד רגע אנחנו
2:26:59שעתיים, 26 דקות, 59 שניותנתחיל שוב את יכולה להתחיל עוד פעם יס וש 2 1 איזה מצומצמת יס מעולה את גם יכולה
2:27:07שעתיים, 27 דקות, 7 שניותלהתחיל לצו בדיוק תתחילי כן זה שאת עושה את זה ככה זה כבר מעולה בסדר בוספוג נשמר אוקיי את עושה
2:27:16שעתיים, 27 דקות, 16 שניותבוספוג מעולה אוקיי מסך לבן שלו 2 א מתחילה באירוע קורה מה שקורה ו איזה
2:27:24שעתיים, 27 דקות, 24 שניות מעולה ואת יכולה להתחיל לראות מה קורה אחר כך פגז
2:27:33שעתיים, 27 דקות, 33 שניותאוקיי בעוד מסך לבן ש 2 1 קורה מה שקורה ו
